SMILES,PID,Polymer Class
*CC(*)C(=O)OCCOCC1(CC)COC1,P342388,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCOC(=O)CCn1ccnc1,P342389,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCn1c2ccccc2c2cc(/N=N/c3ccc([N+](=O)[O-])cc3)ccc21,P342390,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCOc1ccc(C(=O)Oc2ccc(C(=O)Oc3ccc(OC)cc3)cc2)cc1,P342393,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Nc1cccc(-c2nnc(-c3ccccc3)o2)c1,P342394,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc(/C=C/C(=O)/C=C/c2ccc(O)cc2)cc1,P342395,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(=O)Nc1cc(C)on1,P342396,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCOC1CCC(C(=O)OC2CCC(OC)CC2)CC1,P342397,"Polyacrylics, Polyvinyls"
*C(C)C(*)C(=O)OCC,P342398,"Polyacrylics, Polyvinyls"
*C(C)C(*)C(=O)OCCC,P342399,"Polyacrylics, Polyvinyls"
*C(C)C(*)C(=O)OC(C)C,P342400,"Polyacrylics, Polyvinyls"
*C(C)C(*)C(=O)OCCCC,P342401,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCn1c2ccccc2c2cc(/N=N/c3ccc([N+](=O)[O-])cc3)ccc21,P342402,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(/N=N/c2ccncc2)cc1,P342403,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OCCCl)C(=O)OCCCl,P342404,"Polyacrylics, Polyvinyls"
*CC(*)(CC(=O)OCCCCl)C(=O)OCCCCl,P342405,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC1COCCOCCOCCO1,P342406,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P342407,"Polyacrylics, Polyvinyls"
*CC(*)(C(=O)OC(C)(C)C)C(F)(F)F,P342412,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(=O)N1CCOCC1,P342413,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC(=O)N1CCCC1,P342414,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)NC(C)(C)CC,P342415,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)NC12CC3CC(CC(C3)C1)C2,P342416,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OCCCC)cc3)cc2)cc1,P342417,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OCCCCC)cc3)cc2)cc1,P342418,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCOc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OCCCC)cc3)cc2)cc1,P342419,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCOc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OCCCCC)cc3)cc2)cc1,P342420,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc([N+](=O)[O-])cc1,P342423,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Nc1ccc(C(=O)/C=C/c2cccc(Br)c2)cc1,P342424,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Nc1ccc(C(=O)/C=C/c2ccc(Br)cc2)cc1,P342425,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCN(C)c1ccc(/N=N/c2ccc(/N=N/c3ccc(C#N)cc3)cc2C)cc1,P342426,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC(COc1cccc2ccccc12)COc1cccc2ccccc12,P342427,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC(COc1ccc(-c2ccccc2)cc1)COc1ccc(-c2ccccc2)cc1,P342428,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC(COc1cc2ccccc2c2ccccc12)COc1cc2ccccc2c2ccccc12,P342429,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCN(CC)c1ccc(/N=N/c2nc3ccc([N+](=O)[O-])cc3s2)cc1,P342436,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc(S(C)(=O)=O)cc2)cc1,P342437,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(CC)CC)cc2)cc1,P342438,"Polyacrylics, Polyvinyls"
*CCC1CC(*)C2C3CC(C12)C(C)(C(=O)OC)C3,P342439,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCC1CCN(CCCCCCOc2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)CC1,P342441,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OC([2H])([2H])[2H],P342445,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCOCCOCCOC,P342448,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,P342450,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Nc1ccc(C(=O)/C=C/c2ccc(OC)cc2)cc1,P342451,"Polyacrylics, Polyvinyls"
*CC(*)(CCC)C(=O)OC,P342452,"Polyacrylics, Polyvinyls"
*CC(*)(CCCCCCCC)C(=O)OC,P342453,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC[N+](C)(C)CCCCS(=O)(=O)O,P342455,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCOCC[N+](CC)(CC)CCCCS(=O)(=O)O,P342456,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCOCCOCC[N+](CC)(CC)CCCCS(=O)(=O)O,P342457,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc(-c2nnc(-c3ccc(C(C)(C)C)cc3)o2)cc1,P342458,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCCCCC,P342460,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(-c3cccc(OC(=O)c4ccc(OC(=O)c5ccc(OCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,P342461,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(-c3cccc(OC(=O)c4ccc(OC(=O)c5ccc(OCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,P342462,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(-c3cccc(OC(=O)c4ccc(OC(=O)c5ccc(OCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,P342463,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc([N+](=O)[O-])c(C)c1,P342467,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P342470,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P342472,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P342474,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,P342475,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc(/N=N/c2ccc(OC)cc2)cc1,P342476,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCn1c2ccccc2c2cc(/N=N/c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])ccc21,P342483,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCn1c2ccccc2c2cc(/N=N/c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])ccc21,P342484,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCn1c2ccccc2c2cc(/N=N/c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])ccc21,P342486,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCn1c2ccccc2c2cc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)ccc21,P342487,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCn1c2ccccc2c2cc(/C=C(\C#N)C(=O)OC)ccc21,P342488,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCn1c2ccccc2c2cc(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)ccc21,P342489,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1cccc(Cl)c1,P342490,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1,P342491,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1cccc(Cl)c1Cl,P342492,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1Cl,P342493,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,P342494,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1c(Cl)cccc1Cl,P342495,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1cc(Cl)cc(Cl)c1,P342496,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC1CCOCC1,P342498,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,P342499,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(/N=N/c2ccc(OCCCC)cc2)cc1,P342500,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)O[Li],P342503,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc(C(=O)/C=C/c2ccc(OCc3ccccc3)cc2)cc1,P342506,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,P342507,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,P342508,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,P342509,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc(/N=N/c2ccc(OC)cc2)cc1,P342510,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1,P342511,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccccc3)c3ccccc23)cc1,P342514,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(C)cc3)c3ccccc23)cc1,P342515,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(C#N)cc3)c3ccccc23)cc1,P342516,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCOc1ccc(C(=O)Oc2ccc3ccc(=O)oc3c2)cc1,P342517,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc3ccc(=O)oc3c2)cc1,P342518,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC1CC(NC(=O)OC(C)(C)C)CN1C(=O)OC(C)(C)C,P342521,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC1CC(NC(=O)C2CC(NC(=O)OC(C)(C)C)CN2C(=O)OC(C)(C)C)CN1C(=O)C1CC(NC(=O)OC(C)(C)C)CN1C(=O)OC(C)(C)C,P342522,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,P342526,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)NC1C(O)OC(CO)C(O)C1O,P342527,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OC1(C)CCCN(c2ccc(/N=N/c3ccc(/C=C(\C#N)S(C)(=O)=O)cc3)cc2)C1,P342529,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(C#Cc2cc(C)c(/C=C/c3ccncc3)cc2C)cc1,P342530,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCCCCOc1ccc(C(=O)O)cc1,P342531,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCCCCOc1cccc(C(=O)O)c1,P342532,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCCCCOc1ccccc1C(=O)O,P342533,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(C#Cc2cc(OC)c(/C=C/c3ccncc3)cc2OC)cc1,P342541,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)/C=C/c3c(C)c4ccccc4n3CCCC)cc2)cc1,P342543,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)/C=C/c3c(C)c4ccccc4n3CCCC)cc2)cc1,P342544,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)/C=C/c3c(C)c4ccccc4n3CCCC)cc2)cc1,P342545,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)/C=C/c3c(C)c4ccccc4n3C)cc2)cc1,P342546,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)/C=C/c3c(C)c4ccccc4n3C)cc2)cc1,P342547,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)/C=C/c3c(C)c4ccccc4n3C)cc2)cc1,P342548,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)N1CC[N+](C)(CCCCCCCCCCCC)CC1,P342551,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)N1CC[N+](C)(CCCCCCCCCCCCCC)CC1,P342552,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)N1CC[N+](C)(CCCCCCCCCCCCCCCC)CC1,P342553,"Polyacrylics, Polyvinyls"
*C(C(=O)NC(C)C)C(*)C(=O)OC(C)C,P342555,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P342559,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC[N+](C)(C)CC(=O)OC(C)(C)C,P342560,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCCCCCCn1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCCCC)CCCCCCC)c(=O)c6ccc(c7ccc(c1=O)c2c37)c4c56,P342561,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCCCCn1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCCCC)CCCCCCC)c(=O)c6ccc(c7ccc(c1=O)c2c37)c4c56,P342562,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc(OC)cc2)c(C)c1,P342563,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCOc1ccc(C(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,P342569,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)OCCCOc1ccc(C(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,P342570,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCCCCCC(=O)NC1OC(COC(C)=O)C(OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C1OC(C)=O,P342571,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCCCCCC(=O)NC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,P342572,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(F)cc3)c3ccccc23)cc1,P342573,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(Cl)cc3)c3ccccc23)cc1,P342574,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(Br)cc3)c3ccccc23)cc1,P342575,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(I)cc3)c3ccccc23)cc1,P342576,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCN1CCN(c2ccc(/N=N/c3ccc(C#N)cc3)cc2)CC1,P342580,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCN(CC)c1ccccc1,P342582,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc(C#N)cc2)cc1,P342583,"Polyacrylics, Polyvinyls"
*C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4ccccc4)cc3)C(C2)C1*,P342584,"Polyacrylics, Polyvinyls"
*C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4cccc(C)c4)cc3)C(C2)C1*,P342585,"Polyacrylics, Polyvinyls"
*C1C2CC(C(=O)OCCc3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)C(C2)C1*,P342586,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(N2C(=O)C(=C(C)C)/C(=C/c3c(C)c4ccccc4n3C)C2=O)cc1,P342588,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,P342589,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,P342590,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/N=N/c2ccc(F)cc2)cc1,P342591,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/N=N/c2ccc(Cl)cc2)cc1,P342592,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/N=N/c2ccccc2)cc1,P342593,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1,P342594,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC[N+](C)(C)CCCCCCC,P342597,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCN1CCN(c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)CC1,P342598,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCN1CCN(c2ccc(/N=N/c3ccc(C=C(C#N)C#N)cc3)cc2)CC1,P342599,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1cc(-c2ccc(-c3ccc(OCCCCCCCC)cc3)cc2)c(OC)cc1-c1ccc(-c2ccc(OCCCCCCCC)cc2)cc1,P342600,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1cc(-c2ccc(-c3ccc(OCCCCCCCC)cc3)cc2)c(OCCCCCCCC)cc1-c1ccc(-c2ccc(OCCCCCCCC)cc2)cc1,P342601,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCOc1cc(-c2ccc(-c3ccc(OC)cc3)cc2)c(OCCCCCCCC)cc1-c1ccc(-c2ccc(OC)cc2)cc1,P342602,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)Oc1ccc2c(C)cc(=O)oc2c1,P342603,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCC#CO[Si](C)(C)C,P342604,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc(/C=C/c2ccccc2)cc1,P342613,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1c(OC)cc(/C=C/c2ccccc2)cc1OC,P342614,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCOc1ccc(/C=C/c2ccccc2)cc1,P342615,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1ccc2c(c1)OCCOCCOCCOCCO2,P342616,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1ccc(OCCOCC)c(OCCOCC)c1,P342617,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1ccc(OCCOCCOCC)c(OCCOCCOCC)c1,P342618,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1ccc(OCCOCCOCCOCC)c(OCCOCCOCCOCC)c1,P342619,"Polyacrylics, Polyvinyls"
*C1C(*)C2CC1C(C(=O)OCc1ccccc1)C2C(=O)OCc1ccccc1,P342620,"Polyacrylics, Polyvinyls"
*C1C(*)C2CC1C(C(=O)OCCc1ccccc1)C2C(=O)OCCc1ccccc1,P342621,"Polyacrylics, Polyvinyls"
*C1C(*)C2CC1C(C(=O)OCCCc1ccccc1)C2C(=O)OCCCc1ccccc1,P342622,"Polyacrylics, Polyvinyls"
*C1C(*)C2CC1C(C(=O)OCC13CC4CC(CC(C4)C1)C3)C2C(=O)OCC12CC3CC(CC(C3)C1)C2,P342623,"Polyacrylics, Polyvinyls"
*C1C(*)C2CC1C(C(=O)OCCC13CC4CC(CC(C4)C1)C3)C2C(=O)OCCC12CC3CC(CC(C3)C1)C2,P342624,"Polyacrylics, Polyvinyls"
*C1C(*)C2CC1C(C(=O)OCC1CC3CCC1C3)C2C(=O)OCC1CC2CCC1C2,P342625,"Polyacrylics, Polyvinyls"
*C1C(*)C2CC1C(C(=O)OCCC1CC3CCC1C3)C2C(=O)OCCC1CC2CCC1C2,P342626,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCOC(=O)c1cc(OC(=O)c2ccc(/N=N/c3ccc(OCCCCCCC)cc3)cc2)cc(OC(=O)c2ccc(/N=N/c3ccc(OCCCCCCC)cc3)cc2)c1,P342628,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCOC(=O)c1cc(OC(=O)c2ccc(/N=N/c3ccc(OCCCCCCCC)cc3)cc2)cc(OC(=O)c2ccc(/N=N/c3ccc(OCCCCCCCC)cc3)cc2)c1,P342629,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCOC(=O)c1cc(OC(=O)c2ccc(/N=N/c3ccc(OCCCCCCCCC)cc3)cc2)cc(OC(=O)c2ccc(/N=N/c3ccc(OCCCCCCCCC)cc3)cc2)c1,P342630,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOC(=O)c1cc(OC(=O)c2ccc(/N=N/c3ccc(OCCCCCCC)cc3)cc2)cc(OC(=O)c2ccc(/N=N/c3ccc(OCCCCCCC)cc3)cc2)c1,P342631,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOC(=O)c1cc(OC(=O)c2ccc(/N=N/c3ccc(OCCCCCCCC)cc3)cc2)cc(OC(=O)c2ccc(/N=N/c3ccc(OCCCCCCCC)cc3)cc2)c1,P342632,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOC(=O)c1cc(OC(=O)c2ccc(/N=N/c3ccc(OCCCCCCCCC)cc3)cc2)cc(OC(=O)c2ccc(/N=N/c3ccc(OCCCCCCCCC)cc3)cc2)c1,P342633,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)Oc1ccc(OCc2ccccc2)cc1,P342634,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(-c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5ccc(-c6ccc(-c7ccncc7)s6)s5)ccc3-4)s2)cc1,P342638,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCC1CC[N+](C)(CCCCCCOc2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)CC1,P342639,"Polyacrylics, Polyvinyls"
*CC(*)C(=O)N1CC[NH+](CC)CC1,P342642,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCc1csc(*)c1,P342644,"Polyacrylics, Polyvinyls"
*CC(*)(C)C(=O)OCCC[Si]12O[Si]3(CC(C)C)O[Si]4(CC(C)C)O[Si](CC(C)C)(O1)O[Si]1(CC(C)C)O[Si](CC(C)C)(O2)O[Si](CC(C)C)(O3)O[Si](CC(C)C)(O4)O1,P342646,"Polyacrylics, Polyvinyls"
*CC(*)C(C)C(F)(F)F,P350001,Polyhalo-olefins
*CCCC(*)(C)Cl,P350002,Polyhalo-olefins
*CCCCCCC(Cl)C(*)Cl,P350004,Polyhalo-olefins
*CCC(Cl)C(*)C,P350005,Polyhalo-olefins
*C(F)(F)C(F)(F)C(F)(F)C(*)(F)C(F)(F)F,P350006,Polyhalo-olefins
*C(F)(F)CC(F)(F)C(*)(F)C(F)(F)F,P350007,Polyhalo-olefins
*C(F)C(*)C(F)(F)F,P350009,Polyhalo-olefins
*CC(*)(F)Cl,P350010,Polyhalo-olefins
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,P350011,Polyhalo-olefins
*CCCC(*)Cl,P350013,Polyhalo-olefins
*CC(Cl)C(Cl)C(*)Cl,P350014,Polyhalo-olefins
*C([2H])([2H])C(*)(F)F,P352004,Polyhalo-olefins
*C([2H])([2H])C(*)([2H])Cl,P352007,Polyhalo-olefins
*CCCCCCCCC(*)Cl,P352009,Polyhalo-olefins
*CCCCCCCCCCCCCCC(*)Cl,P352010,Polyhalo-olefins
*CCCCCCCCCCCCCCCCCCCCC(*)Cl,P352011,Polyhalo-olefins
*/C=C/C(C)CCCCCCCCC*,P360001,Polydienes
*/C=C/C(C)(C)C(*)(C)C,P360002,Polydienes
*/C=C/CCCCCC*,P360003,Polydienes
*/C=C/CCCCCCCC*,P360004,Polydienes
*C#CC#CCCCCCCCC*,P360005,Polydienes
*/C([2H])=C(/*)[2H],P360006,Polydienes
*/C([2H])=C(/*)[2H],P360007,Polydienes
*/C=C/C(=C(C)C)C(*)=C(C)C,P360010,Polydienes
