SMILES,PID,Polymer Class
*COc1ccc(/C=C2\CC/C(=C\c3ccc(OCc4nnc(-c5ccc(-c6ccc(-c7nnc(*)n7C7CCCCC7)cc6)cc5)n4C4CCCCC4)cc3)C2=O)cc1,P370818,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*COc1ccc(/C=C2\CC/C(=C\c3ccc(OCc4nnc(-c5ccc(-c6ccc(-c7nnc(*)n7-c7cccnc7)cc6)cc5)n4-c4cccnc4)cc3)C2=O)cc1,P370819,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*COc1ccc(/C=C2\CC/C(=C\c3ccc(OCc4nnc(-c5ccc(-c6nnc(*)n6-c6ccccc6)cc5)n4-c4ccccc4)cc3)C2=O)cc1,P370820,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*COc1ccc(/C=C2\CC/C(=C\c3ccc(OCc4nnc(-c5ccc(-c6nnc(*)n6C6CCCCC6)cc5)n4C4CCCCC4)cc3)C2=O)cc1,P370821,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*COc1ccc(/C=C2\CC/C(=C\c3ccc(OCc4nnc(-c5ccc(-c6nnc(*)n6-c6cccnc6)cc5)n4-c4cccnc4)cc3)C2=O)cc1,P370822,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*OC(*)CCCCC,P370823,Polyoxides/ethers/acetals
*C[Ge](C)(C)Cc1cocc1*,P370824,Polyoxides/ethers/acetals
*CC(=C)COCC(=C)COC(=O)O*,P370825,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates"
*/C=C/c1ccc(*)o1,P370826,Polyoxides/ethers/acetals
*Oc1ccc(OC(=O)c2ccc(OCCCCCCOc3ccc(C(*)=O)cc3)cc2)cc1/N=N/c1ccc(C#N)cc1,P370827,"Polyoxides/ethers/acetals, Polyesters/thioesters"
*CC(CN1C(=O)C2C3C=CC(C3)C2C1=O)O*,P370828,Polyoxides/ethers/acetals
*CC(COC(=O)CCCCCN1C(=O)C2C3C=CC(C3)C2C1=O)O*,P370829,Polyoxides/ethers/acetals
*CC(COC(=O)CCCCCCCCCCN1C(=O)C2C3C=CC(C3)C2C1=O)O*,P370830,Polyoxides/ethers/acetals
*CC(COC(=O)c1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1)O*,P370831,Polyoxides/ethers/acetals
*c1ccc(Oc2ccc(C(=O)c3cccc(-c4cccc(C(=O)c5ccc(Oc6ccc(-c7nc(-c8cccc(-c9nc(*)c(-c%10ccccc%10)[nH]9)c8)[nH]c7-c7ccccc7)cc6)cc5)c4)c3)cc2)cc1,P370832,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*Oc1ccc(/C=C2\CC/C(=C\c3ccc(*)c([N+](=O)[O-])c3)C2=O)cc1[N+](=O)[O-],P370833,"Polyoxides/ethers/acetals, Polyketones/thioketones"
*c1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(Oc4ccc(-c5nc(-c6ccccc6)[nH]c5*)cc4)cc3)cc2)cc1,P370834,"Polyoxides/ethers/acetals, Polyimines"
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5nc(-c6ccccc6)[nH]c5*)cc4)cc3)cc2)cc1,P370835,"Polyoxides/ethers/acetals, Polyimines, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5nc(-c6ccccc6)[nH]c5*)cc4)cc3)cc2)cc1,P370836,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*c1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7ccccc7)[nH]c6*)cc5)cc4)cc3)cc2)cc1,P370837,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7ccccc7)[nH]c6*)cc5)cc4)c3)cc2)cc1,P370838,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*c1ccc(Oc2ccc(C(=O)c3ccc(-c4ccc(C(=O)c5ccc(Oc6ccc(-c7nc(-c8ccccc8)[nH]c7*)cc6)cc5)cc4)cc3)cc2)cc1,P370839,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*c1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(C(=O)c5ccc(Oc6ccc(-c7nc(-c8ccccc8)[nH]c7*)cc6)cc5)cc4)cc3)cc2)cc1,P370840,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*c1ccc(Oc2ccc(C(=O)c3ccc(Cc4ccc(C(=O)c5ccc(Oc6ccc(-c7nc(-c8ccccc8)[nH]c7*)cc6)cc5)cc4)cc3)cc2)cc1,P370841,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C(=O)c5ccc(Oc6ccc(-c7nc(-c8ccccc8)[nH]c7*)cc6)cc5)cc4)cc3)cc2)cc1,P370842,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*c1ccc(Oc2ccc(C(=O)c3ccc4cc(C(=O)c5ccc(Oc6ccc(-c7nc(-c8ccccc8)[nH]c7*)cc6)cc5)ccc4c3)cc2)cc1,P370843,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*Oc1ccc(Oc2cccc(*)n2)cc1,P370846,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(-c2ccc(Oc3cccc(*)n3)cc2)cc1,P370847,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(Oc2cccc(*)n2)c(C)c1,P370848,"Polyoxides/ethers/acetals, Polyimines"
*CC(O)CN(Cc1ccccc1)CC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,P370853,"Polyoxides/ethers/acetals, Polyimines"
*CC(COc1ccc(-c2ccc(C#N)cc2)cc1)O*,P372002,Polyoxides/ethers/acetals
*CC(COc1ccc(-c2ccc(OC)cc2)cc1)O*,P372003,Polyoxides/ethers/acetals
*CC(C)(CO*)COCC(F)(F)F,P372004,Polyoxides/ethers/acetals
*CC(C)(CO*)COCC(F)(F)C(F)(F)C(F)(F)F,P372005,Polyoxides/ethers/acetals
*CC(C)(CO*)COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P372006,Polyoxides/ethers/acetals
*CC(CO*)(COCC(F)(F)F)COCC(F)(F)F,P372007,Polyoxides/ethers/acetals
*CCCCCCCOc1ccc(/C=C/C=C/c2ccc(O*)cc2)cc1,P372008,Polyoxides/ethers/acetals
*CCCCCCCCCOc1ccc(/C=C/C=C/c2ccc(O*)cc2)cc1,P372009,Polyoxides/ethers/acetals
*CCCCCCCCCCCOc1ccc(/C=C/C=C/c2ccc(O*)cc2)cc1,P372010,Polyoxides/ethers/acetals
*CCCCCCCOc1ccc(/C=C/C=C/c2ccc(O*)c(C)c2)cc1C,P372011,Polyoxides/ethers/acetals
*CCCCCCCCCOc1ccc(/C=C/C=C/c2ccc(O*)c(C)c2)cc1C,P372012,Polyoxides/ethers/acetals
*OC1C(COC(C)=O)OC(*)C(OC(C)=O)C1OC(C)=O,P372013,Polyoxides/ethers/acetals
*Oc1ccc(Oc2ccc(/C(=N/c3ccccc3)c3ccc(*)cc3)cc2)cc1,P372014,Polyoxides/ethers/acetals
*Oc1cc(C)c(*)cc1C,P372015,Polyoxides/ethers/acetals
*OP(=O)(Oc1ccccc1)Oc1c(Br)cc(C(c2cc(Br)c(*)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,P372016,Polyoxides/ethers/acetals
*OP(=O)(Oc1ccc(C)cc1)Oc1c(Br)cc(C(c2cc(Br)c(*)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,P372017,Polyoxides/ethers/acetals
*OP(=O)(Oc1ccc([N+](=O)[O-])cc1)Oc1c(Br)cc(C(c2cc(Br)c(*)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,P372018,Polyoxides/ethers/acetals
*OP(=O)(Oc1ccc(Br)cc1)Oc1c(Br)cc(C(c2cc(Br)c(*)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,P372019,Polyoxides/ethers/acetals
*OP(=O)(Oc1ccc(OC)cc1)Oc1c(Br)cc(C(c2cc(Br)c(*)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br,P372020,Polyoxides/ethers/acetals
*Oc1ccc(P(C)(=O)c2ccc(*)cc2)cc1,P372021,Polyoxides/ethers/acetals
*Oc1ccc(P(C)(=O)c2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(*)cc4)cc3)cc2)cc1,P372022,Polyoxides/ethers/acetals
*Oc1ccc(P(=O)(c2ccccc2)c2ccc(*)cc2)cc1,P372023,Polyoxides/ethers/acetals
*Oc1ccc(N[Se]Nc2ccc(*)cc2)cc1,P372025,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C45CC6CC(CC(c7ccc(*)cc7)(C6)C4)C5)cc3)cc2)cc1,P372026,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides"
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc(*)cc5)C5CC6CC(C5)CC4C6)cc3)cc2)cc1,P372027,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides"
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(/C=N/N=C/c4ccc(*)cc4)cc3)cc2)cc1,P372028,"Polyoxides/ethers/acetals, Polyimines, Polysulfones/sulfoxides/sufonates/sulfoamides"
*Oc1ccc(-c2ccc(Oc3ccc(/C(=N/c4ccc(/N=C(\c5ccccc5)c5ccc(*)cc5)cc4)c4ccccc4)cc3)cc2)cc1,P372029,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(Oc2ccc(/C(=N/c3ccc(/N=C(\c4ccccc4)c4ccc(*)cc4)cc3)c3ccccc3)cc2)cc1,P372030,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(/C(=N/c2ccc(/N=C(\c3ccccc3)c3ccc(Oc4ccc(C(C)(C)c5ccc(*)cc5)cc4)cc3)cc2)c2ccccc2)cc1,P372031,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc2ccc(Oc3ccc(/C(=N/c4ccc(/N=C(\c5ccccc5)c5ccc(*)cc5)cc4)c4ccccc4)cc3)cc2c1,P372032,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(/C(=N/c2ccc(/N=C(\c3ccccc3)c3ccc(Oc4ccc(C(c5ccccc5)(c5ccccc5)c5ccc(*)cc5)cc4)cc3)cc2)c2ccccc2)cc1,P372033,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(/N=C(\c2ccccc2)c2ccc(Oc3ccc(-c4ccc(Oc5ccc(/C(=N/c6ccc(*)cc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1,P372034,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(Oc2ccc(/C(=N/c3ccc(Oc4ccc(/N=C(\c5ccccc5)c5ccc(*)cc5)cc4)cc3)c3ccccc3)cc2)cc1,P372035,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(/N=C(\c2ccccc2)c2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(/C(=N/c6ccc(*)cc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1,P372036,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc2ccc(Oc3ccc(/C(=N/c4ccc(Oc5ccc(/N=C(\c6ccccc6)c6ccc(*)cc6)cc5)cc4)c4ccccc4)cc3)cc2c1,P372037,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(/N=C(\c2ccccc2)c2ccc(Oc3ccc(C(c4ccccc4)(c4ccccc4)c4ccc(Oc5ccc(/C(=N/c6ccc(*)cc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1,P372038,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(/C(C)=N/c2ccc(/N=C(\C)c3ccc(Oc4ccc(C(C)(C)c5ccc(*)cc5)cc4)cc3)cc2)cc1,P372039,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(/C(C)=N/c2ccc(/N=C(\C)c3ccc(Oc4ccc(C(c5ccccc5)(c5ccccc5)c5ccc(*)cc5)cc4)cc3)cc2)cc1,P372040,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(/N=C(\C)c2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(/C(C)=N/c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,P372041,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(/N=C(\C)c2ccc(Oc3ccc(C(c4ccccc4)(c4ccccc4)c4ccc(Oc5ccc(/C(C)=N/c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,P372042,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(/C=N/c2ccc(/N=C/c3ccc(Oc4ccc(C(c5ccccc5)(c5ccccc5)c5ccc(*)cc5)cc4)cc3)cc2)cc1,P372043,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(/N=C/c2ccc(Oc3ccc(C(c4ccccc4)(c4ccccc4)c4ccc(Oc5ccc(/C=N/c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,P372044,"Polyoxides/ethers/acetals, Polyimines"
*CCOCCOC(=O)CCSCCC(=O)O*,P372045,"Polyoxides/ethers/acetals, Polysulfides, Polyesters/thioesters"
*CCOCCOCCOC(=O)CCSCCC(=O)O*,P372046,"Polyoxides/ethers/acetals, Polysulfides, Polyesters/thioesters"
*CCOCCOCCOCCOC(=O)CCSCCC(=O)O*,P372047,"Polyoxides/ethers/acetals, Polysulfides, Polyesters/thioesters"
*CCOCCOCCOCCOCCOC(=O)CCSCCC(=O)O*,P372048,"Polyoxides/ethers/acetals, Polysulfides, Polyesters/thioesters"
*/C=C/C(=O)/C=C/c1ccc(Sc2ccc(*)o2)o1,P372049,"Polyoxides/ethers/acetals, Polysulfides, Polyketones/thioketones"
*/C=C/C(=O)/C(C)=C/c1ccc(Sc2ccc(*)o2)o1,P372050,"Polyoxides/ethers/acetals, Polysulfides, Polyketones/thioketones"
*/C=C1\CCC/C(=C\c2ccc(Sc3ccc(*)o3)o2)C1=O,P372051,"Polyoxides/ethers/acetals, Polysulfides, Polyketones/thioketones"
*/C=C1\CC/C(=C\c2ccc(Sc3ccc(*)o3)o2)C1=O,P372052,"Polyoxides/ethers/acetals, Polysulfides, Polyketones/thioketones"
*/C=C1\CCCC/C(=C\c2ccc(Sc3ccc(*)o3)o2)C1=O,P372053,"Polyoxides/ethers/acetals, Polysulfides, Polyketones/thioketones"
*CCCCCCOC(=O)OCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,P372054,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates"
*CCCCCCOC(=O)OCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,P372055,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates"
*CCCCCCOC(=O)OCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,P372056,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates"
*CCCCCCOC(=O)OCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,P372057,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates"
*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,P372058,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates"
*CCCCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,P372059,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates"
*CCCCCCOC(=O)OCCCCCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,P372060,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates"
*CCCCCCOC(=O)OCCCCCCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,P372061,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates"
*CCCCCCOC(=O)OCCCCCCCCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,P372062,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates"
*CCCCCCOC(=O)OCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2)cc1,P372063,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates, Polyketones/thioketones"
*CCCCCCOC(=O)OCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2)cc1,P372064,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates, Polyketones/thioketones"
*CCCCCCOC(=O)OCCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2)cc1,P372065,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates, Polyketones/thioketones"
*CCCCCCOC(=O)OCCCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2)cc1,P372066,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates, Polyketones/thioketones"
*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2)cc1,P372067,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates, Polyketones/thioketones"
*CCCCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2)cc1,P372068,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates, Polyketones/thioketones"
*CCCCCCOC(=O)OCCCCCCCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2)cc1,P372069,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates, Polyketones/thioketones"
*CCCCCCOC(=O)OCCCCCCCCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2)cc1,P372070,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates, Polyketones/thioketones"
*CCCCCCOC(=O)OCCCCCCCCCCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2)cc1,P372071,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates, Polyketones/thioketones"
*Oc1ccccc1S(=O)(=O)c1ccc(*)cc1,P372072,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides"
*Oc1ccc(S(=O)(=O)c2ccc(*)cc2)c2ccccc12,P372073,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides"
*Oc1ccc(S(=O)(=O)c2ccc(-c3ccc(*)cc3)cc2)cc1,P372074,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides"
*CCCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)cc2)cc1,P372075,"Polyoxides/ethers/acetals, Polyesters/thioesters"
*CCCCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)cc2)cc1,P372076,"Polyoxides/ethers/acetals, Polyesters/thioesters"
*CCCCCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)cc2)cc1,P372077,"Polyoxides/ethers/acetals, Polyesters/thioesters"
*Oc1ccc(Oc2ccc(/C(C)=N/c3ccc(-c4ccc(/N=C(\C)c5ccc(*)cc5)cc4)cc3)cc2)cc1,P372078,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(Oc2ccc(/C(C)=N/c3ccc(Oc4ccc(/N=C(\C)c5ccc(*)cc5)cc4)cc3)cc2)cc1,P372079,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(Oc2ccc(/C(C)=N/c3ccc(Cc4ccc(/N=C(\C)c5ccc(*)cc5)cc4)cc3)cc2)cc1,P372080,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(Oc2ccc(/C(C)=N/c3ccccc3/N=C(\C)c3ccc(*)cc3)cc2)cc1,P372081,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(Oc2ccc(/C(C)=N/CCC/N=C(\C)c3ccc(*)cc3)cc2)cc1,P372082,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(Oc2ccc(/C(C)=N/CCCCCC/N=C(\C)c3ccc(*)cc3)cc2)cc1,P372083,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(S(=O)(=O)c2cccc3c(S(=O)(=O)c4ccc(Oc5ccc(-c6ccc(*)cc6)cc5)cc4)cccc23)cc1,P372084,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides"
*Oc1ccc(S(=O)(=O)c2cccc3c(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c(*)c(C)c6)cc5C)cc4)cccc23)cc1,P372085,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides"
*Oc1ccc(S(=O)(=O)c2cccc3c(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c(*)c(C)c6C)c(C)c5C)cc4)cccc23)cc1,P372086,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides"
*Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5ccc(-c6ccc(*)cc6)cc5)cc4)ccc3c2)cc1,P372087,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides"
*Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c(*)c(C)c6)cc5C)cc4)ccc3c2)cc1,P372088,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides"
*Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c(*)c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,P372089,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides"
*C(=O)c1ccc2c(c1)/C(=N\c1cccc(Oc3cccc(Oc4cccc(/N=C5/OC(=O)c6ccc(*)cc65)c4)c3)c1)OC2=O,P372090,"Polyoxides/ethers/acetals, Polyesters/thioesters, Polyimines, Polyketones/thioketones"
*C(=O)c1ccc2c(c1)/C(=N\c1ccc(Oc3cccc(/N=C4/OC(=O)c5ccc(*)cc54)c3)cc1)OC2=O,P372091,"Polyoxides/ethers/acetals, Polyesters/thioesters, Polyimines, Polyketones/thioketones"
*C(=O)c1ccc2c(c1)/C(=N\c1ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(/N=C6/OC(=O)c7ccc(*)cc76)cc5)cc4)cc3)cc1)OC2=O,P372092,"Polyoxides/ethers/acetals, Polyesters/thioesters, Polyimines, Polyketones/thioketones"
*C(=O)c1ccc2c(c1)/C(=N\c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(/N=C6/OC(=O)c7ccc(*)cc76)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)OC2=O,P372093,"Polyoxides/ethers/acetals, Polyesters/thioesters, Polyimines, Polyketones/thioketones"
*=Nc1cccc(Oc2cccc(Oc3cccc(/N=C4/OC(=O)c5ccc(-c6ccc7c(c6)C(=O)OC7=*)cc54)c3)c2)c1,P372094,"Polyoxides/ethers/acetals, Polyesters/thioesters, Polyimines"
*=Nc1cccc(Oc2cccc(Oc3cccc(/N=C4/OC(=O)c5ccc(Oc6ccc7c(c6)C(=O)OC7=*)cc54)c3)c2)c1,P372095,"Polyoxides/ethers/acetals, Polyesters/thioesters, Polyimines"
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C4CCC(C(C)(C)c5cc(C)c(*)c(C)c5)CC4C)cc3C)cc2)cc1,P372096,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides"
*Oc1ccc(C(C)(C)c2ccc(Oc3cncc(*)n3)cc2)cc1,P372097,"Polyoxides/ethers/acetals, Polyimines"
*CC(O)CN(CC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)c1ccc(C#N)cc1,P372098,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(-c2ccc(Oc3ccc(C(=O)c4ccc5cc(C(=O)c6ccc(*)cc6)ccc5c4)cc3)cc2)cc1,P372099,"Polyoxides/ethers/acetals, Polyketones/thioketones"
*Oc1c(C)cc(-c2cc(C)c(Oc3ccc(C(=O)c4ccc5cc(C(=O)c6ccc(*)cc6)ccc5c4)cc3)c(C)c2)cc1C,P372100,"Polyoxides/ethers/acetals, Polyketones/thioketones"
*Oc1c(C)cc(-c2cc(C)c(Oc3ccc(C(=O)c4ccc5cc(C(=O)c6ccc(*)cc6)ccc5c4)cc3)c(C)c2C)c(C)c1C,P372101,"Polyoxides/ethers/acetals, Polyketones/thioketones"
*C(=O)c1ccc(Oc2ccc(-c3ccc(Oc4ccc(C(=O)c5ccc6nc(*)ccc6c5)cc4)cc3)cc2)cc1,P372102,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*C(=O)c1ccc(Oc2c(C)cc(-c3cc(C)c(Oc4ccc(C(=O)c5ccc6nc(*)ccc6c5)cc4)c(C)c3)cc2C)cc1,P372103,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*C(=O)c1ccc(Oc2c(C)cc(-c3cc(C)c(Oc4ccc(C(=O)c5ccc6nc(*)ccc6c5)cc4)c(C)c3C)c(C)c2C)cc1,P372104,"Polyoxides/ethers/acetals, Polyimines, Polyketones/thioketones"
*Oc1ccc(C(=O)O)c(C(=O)Nc2cccc(S(=O)(=O)c3cccc(NC(=O)c4cc(*)ccc4C(=O)O)c3)c2)c1,P372105,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polysulfones/sulfoxides/sufonates/sulfoamides"
*Oc1ccc(C(=O)O)c(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4cc(*)ccc4C(=O)O)cc3)cc2)c1,P372106,"Polyoxides/ethers/acetals, Polyamides/thioamides, Polysulfones/sulfoxides/sufonates/sulfoamides"
*Oc1ccc(C(=O)O)c(C(=O)Nc2ccc(Cc3ccc(NC(=O)c4cc(*)ccc4C(=O)O)cc3)cc2)c1,P372107,"Polyoxides/ethers/acetals, Polyamides/thioamides"
*CCOCCOc1ccc(N/C=N/c2ccc(O*)cc2)cc1,P372108,"Polyoxides/ethers/acetals, Polyimines"
*CCOCCOC(=O)c1ccc(N/C=N/c2ccc(C(=O)O*)cc2)cc1,P372109,"Polyoxides/ethers/acetals, Polyesters/thioesters, Polyimines"
*Oc1ccc(/N=C/Nc2ccc(*)cc2)cc1,P372110,"Polyoxides/ethers/acetals, Polyimines"
*Oc1ccc(SC(=O)Sc2ccc(*)cc2)cc1,P372111,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates"
*Oc1ccc(SC(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)Sc4ccc(*)cc4)cc3)cc2)cc1,P372112,"Polyoxides/ethers/acetals, Polycarbonates/thiocarbonates"
*Oc1cccc(Oc2ccc(S(=O)(=O)c3ccc(*)cc3)cc2)c1,P372113,"Polyoxides/ethers/acetals, Polysulfones/sulfoxides/sufonates/sulfoamides"
